,Tweet,Sentiment
13712,Mai sanjeev chaudhary maharajganj district se Narendra modi ko Hardik Subhkamnaye deta hu P M Narendra Modi I like This World   ,positive
13713,I don't like travelling but meri 3-4 bandariya ke sath kahi kahi par bhi chale even temple bhi to aisi masti hoti h … ,positive
13714,@Mass__Tweets @FreakenMJ All salmania report him isko iski aukat pata chal jayegi dhabe ka waiter   ,negative
13715,@tikam53 30 % se adhik muslim voters wale seats par BJP nahi jeet paayi hai . Matlab saaf hai ki Muslimon ne BJP ko … ,negative
13716,@myogiadityanath yogi sir plz aap se request hai k aap PM narendar modi sir k movie ko tax free kar dijiya   ,neutral
13717,@UmarCheema1 Khan sb ko Modi ne is liay nahee bulaya k agar Khan sb aajayenge tou INDIAN MEDIA modi kochour kar Kha … ,neutral
13718,Assalamu Alaikum Love you Ummy how this lovely night and how fasting ?   ,positive
13719,@AcharyaPramodk Sir ye To Wafadar kutte hai Balke in Kutto be to Kutto ko bhi piche chod diya hai vase apne sac … ,negative
13720,@maro_kam Oh thank you your stars ✨ on my tweet speaks all I know you appreciate my tweets 🙈   ,positive
13721,@aajtak @syedasimwaqar @chitraaum @syedzafarBJP Congress ne apne parwakta ko bhejna band kar diya hai dalal Modi media ab to kuch seekh lo   ,negative
13722,RT @ShekharSwami12 @SiddharthAulia blessed to be with you pyare baba thanks for these wonderful divine gifts Ahobhav naman   ,positive
13723,@devashish2424 @dev_pipal @anjanaomkashyap Apni Id chupa k jo bayan baji karte he un ko koi haque nahi hota kisi k … ,neutral
13724,@thelostmallu @MumbaiPolice @CMOMaharashtra @Uber_India Saale ki gaadi khud hai wagonr .... Who's gareeb in this cas … ,negative
13725,@shoaib100mph Har jeet never mind muqbla kro bhai bhai muqabla har jeet game ka hissa hai ... Fight fight & fight ...........   ,positive
13726,Abu Dhabi Tower Lights Up In Celebration Of PM Modi Swearing-In ,positive
13727,@noturtrash @toobzza Madam har admi ek jaisa nhn hota ... Or pyar k badle hamesha pyar hi milta hai .. Ye Allah ka bn … ,neutral
13728,@InvisibleGuy77 Bc tu ye bhi poochta hai How do the sperm tastes 😂😂   ,neutral
13729,@fawadchaudhry Bass Tum harami log ise kam pa laga rho Balouchistan or kpk ko tumara bap sambally ga   ,negative
13730,Ase Ghatnao K Liye Puri Terha Se Teyar Rahe . Kyu Ki Jin Ki Biwi Nahi Hoti Unko Aurto Ki Kadder Nahi Hoti . Inki Ko … ,positive
13731,RT @reycmeup My UNMe heart is so happy rn ! Love u both ! #ForeverWithUNB 😭💖 ,positive
13732,@Farukh393 Tmhari ghalti nhi h agar tmhari maa ny milawat a ki hoti aur tmhara koi aik baap hota tou tm yeh bakwas … ,negative
13733,@sadhavi @MamataOfficial Sala ye to doctrines suru kardi jay shree ram pe . Gujarat me jake ek bande ko rock ke dekh … ,negative
13734,@kanhaiyakumar Tu rehne de bhadve kitna hi fadfada le kuch nahi hona 5 saal nahi ab saalon saal is desh mein sir … ,negative
13735,AUM Hariom Tat Sat Jai Sri Ram Jai Sri Krishna Har Har Mahadev Jai Bajrang Bali Jai Mata Di Jai Mahavira Namah Budh … ,positive
13736,UP KE LADKE Bua Bahteeja . Dump all dat @yadavakhilesh & go back 2 Tauji ( Mulayam Ji ) start some serious politics .… ,negative
13737,miley’s ep is so good !!!!! luv my queen of pop <3   ,positive
13738,@moniccabing Matlab shrenu fans gadhe hai apne khud ke dimag nahi hai .. that’s what they are saying 🚶‍♂️🤷🏼‍♀️ - hu … ,neutral
13739,@rssurjewala Sir Congress Ko Media Ki Zaroorat Nahi Hai Balke #GodiMedia ko Cong Ki Zaroorat Hai Apna AgendaPropog … ,neutral
13740,I love that you can retweet a retweet of your tweet .... that's sounds like a fun game hehehehehehehehehehe   ,neutral
13741,@hellwala Sardar ho kr sharab ka apman . Ye to punjab me mini dharm hota hai . Religious sentiments hurt krne ka case banta hai idhar . 😑   ,neutral
13742,@syedasimwaqar Chor gunda chalue jao Pakistan kutta Suvar ki aulad   ,negative
13743,@ngo_laureen thanks abi i love you most !😔❤️   ,positive
13744,RT @spacepirate16 @dharm_adhikari @memehir_“ Modi ji What is this behaviour ?”   ,neutral
13745,@verma_anurag Padhna to tab tak hai jab tak exam clear na ho jaye exam postpone hona opportunity hai bas aur kuch nahi   ,neutral
13746,@Sarthak7275 @PrinkuSpeaks Apke followers itni km ku hai Arijit ji 🤔🤔   ,neutral
13747,@narendramodi @BJP4India PM mahsay aapko hamari dil se pronam aap dushribar PM banrahe hain iseliye aapko hamari ta … ,positive
13748,#OneSolutionToEveryProblem Gud morning Sai @Gurmeetramrahim ji Bless everyone with maximum sewa Simran Parmarth And Success In Life   ,positive
13749,#rajsthan ki mang ab Sachin pilot ko cm bnane ko lekr tej ho gyi Or yhi karn btaya Ka rha h Rajasthan me election me 1bhi sit na and ka   ,neutral
13750,RT @induvishnoi57 Jai Bajrang Bali 🙏🙏🌺🍃🌺 Shubh prabhat vandan pyare dosto 🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺 ,neutral
13751,@utar63741 Tum apna face kanhi aur ja ke kala karwalo desh ko kosane ki jaroorat nahi hai Aur jate hue Baki ko b … ,negative
13752,RT @swatantra015 @DeepakK75503704 @LokeshG08608021 @chitraaum Ye dalal media nahi es party ke dalal aur bekar neta hain .. jis party ka koi …   ,negative
13753,@rssurjewala Bjp se buri Kya party hogi koi Jo Ram name se vote mangte ghumte hai par mander Nahi bana paye aaj chm … ,negative
13754,Yr aj result aaega ya ni kal se dimag kharab hai n upper se koi confirmation hi ni hai 😒😒😒😒 ,neutral
13755,Salman to be belted like a swine by me Suvar me Tarah maroonga mrin Beekh Mat maang Roh mat   ,negative
13756,@Vikasjaat108 @TrueIndologyliv Tum jaise log sirf WhatsApp twitter ki dunia me jeete ho 😅😃😂 kabhi hmne bhi Dange de … ,negative
13757,Honorable Sushma Mam I am your great Fan aaj mujhe yah jaan ke bahut dukh hua ki aap modi ji ke dusare term me koi … ,positive
13758,@official_mihirs @BoduBD4452 @Yuvraj2202singh @NDbhanushali Varna kiya apni bahan ko bheja mumbai Sale bhosri chu … ,negative
13759,People make pregnancy seem so blissful 😹😹! Heir kom kak !! Well firstly there is NO Kak most of the time because P … ,neutral
13760,@JANNSHEEN - TV laounge ma ider uder aty jaty nazr pr jaati hai 😒 Ab main zinda laaash ban kr tw nahi ghoom sakti na lala 😝🤭🙄   ,neutral
13761,@mpychu Does that mean Batuu is a riff off asia ? bc i was some raw bantha and grilled pancakes   ,positive
13762,@slightecho_oh bless you my sweet child 🙏🏻 i’m so sorry for your loss ( of future sanity )   ,positive
13763,Me Aaj Baarish aayegi . Hamid Auto driver Sir Aapki baat sach Hui to kal free mein station chhod doonga … ,positive
13764,@AmitShah @narendramodi Bhot Bhot Badhai ho sir . Aaj sach me lag Raha hai ki Mera koi apnaa Grih Mantralaya Sambha … ,positive
13765,Hey Mate ... how are we celebrating our birthday ?? Happy new month and happy birthday in Advance ,positive
13766,@Biblio_phagist Oh my my ... Fida is a really good movie . Hindi mein dekhkar dimag kharab ho Raha hoga . But movie is … ,positive
13767,@theskindoctor13 Sir itna gyaan kaha se lagate ho aap really too good sir   ,positive
13768,Koi Bhi To Nahi ..... Jo mere Bhoke Rehne Pe Naraz Ho !!! 💔💔💔 ,neutral
13769,@nikhilkomalan Bhai total time kitna LGA because it needs patience   ,positive
13770,RT @aapkadharam Love you my truthful son . Nek bande ho 🙏 malik ke tum . Jeete raho 👋 ,positive
13771,RT @CSKian716 The Queen after knowing India has a diamond better than Kohinoor IT'S KOHLINOOR ,positive
13772,@Hasanma44330330 @MirWaleed11 Bhai wondin nhi bhoola jab 2003 ka world cup haarne k baad poori team change ho gyi t … ,neutral
13773,@manakgupta @narendramodi Sbse jyada prachar to media ne hi kr diya tha bjp ka kaam adha to aplogo ne kr hi diya t … ,positive
13774,kaam karoge aise to sansad pahunchoge kaise ..?? tum to musalmano ka bera garq kar rahe ho .. rajniti ka villain bankar … ,negative
13775,@sureshn99821904 @shubhada1234 @News18India Aur ek saccha Hindu kabhi Modi ji against aisi baaten nahi karega kyu k … ,neutral
13776,@The13thBard 😆 No collector monster thing . Your thinking to normal . Mwahahahahahaha ! This is why I am sure no one will guess it . V   ,neutral
13777,Still when I watch this episode with my mom she says No one is like Shah Rukh @iamsrk 💜 I believe You rule ov … ,positive
13778,@TajinderBagga @lal_kishori @sherryontopp siddhu ka yaar dagabaaz nikla pakistani jo hai . jo sage baap k nahi wo … ,neutral
13779,@anjanaomkashyap Bus Kar Anjana limit mat cross kar APNI news anchor ho politics mat karo Nahi to politics me cha … ,negative
13780,@Harsh1904MJ Penguin ko ab mentions Antarctica nahi jaane denge itne easily 😣   ,neutral
13781,@mominaai @Bachakhanzada10 News me to or bhe bhot khuxh kahty hain . Ya Allah pak ka wada hai . kabi koye bhook sy nahi mary gaa .   ,positive
13782,@narendramodi @MohamedBinZayed Fir se PM banne ke liye aapko bahut bahut subhkamna sir   ,positive
13783,E vm zindabad bjp ko koi defeat nahi de sakta chehe jitana bhrastachar karo or murder politics me sb jayaj hai ,negative
13784,RT @Nycto0_phile 670 uh are my oldie goldie frnd 🌸 uh are gem 💎 life me hmesha khush raho ❤️ cutest and loyal person ever 💯 hmne kafi acha …   ,positive
13785,Issi tarah k bare bol ZAB ne b bole thay MERI KURSI BOHUT MAZBOOT HAI jalse mai maa behen ki gali khul ker bolta … ,negative
13786,@Dafa_Ho_jaoo @sonamakapoor Hello auntie ghatiya tum bhi kam nahi kisi ko plastic body bolna koi mahan words nahinh … ,neutral
13787,RT @sahajmarg_srcm Peace is transmitted from heart to heart or in other words love begets love - Babuji   ,neutral
13788,@narendramodi Bharat ka har beta aapki trah ek shacha Desh Bakt bane Ma ka Aashirvad hai Or Aapka Desh prem Dono ki … ,neutral
13789,@PiyushGoyal sir train no . 18328 reservation coach sp1 me TC nhi aate hai . or ish coch me koi bhi bhi basic fecility nhi hoti hai ...   ,positive
13790,@zainabsikander Sure appko 400 saal sae sambhala hai toa aaj kiya hua jo aap chintith hai ? Wish you had the guts t … ,neutral
13791,RT @AnandKochukudy Sabka Saath Sabka Vikas Sabka Viswas | @JasoosKutty ,neutral
13792,relationships are so fvcking scary to me no matter how good things are going or how in love you are your signific … ,positive
13793,Sat pratishat sahi ... saale ko gyan ho tab na ,neutral
13794,@Kavita_Sharma4 She's the real Andhbhakt of Rahul Gandhi Pappu ke fan Pappu hi rahenge Tumhe ye nahi samajh aata … ,negative
13795,@vikasbha Abhay chaman . Football match ka video edited hai . Dalaali ki hadh hai   ,neutral
13796,@RahulSi89907196 @AdityaRajKaul I'm proud of Ajit Doval Bhaga dia isko Kashmir se   ,neutral
13797,@sunoo_chanda Can we be a friends 👫? Best waly I haven’t any bestie ?   ,neutral
13798,@RubikaLiyaquat @INCIndia Is haramkhor ko aapne Jo Jawab diya wo pure din sochega iski koi galti nhi ye madersa cha … ,negative
13799,Now sahana ka bhi too much ho gaya hai .. Bahu ko support jaro bahut acha hai but har baat me nhi kudana chahiye unk … ,neutral
13800,@Ravikan03251268 @narendramodi Aaj wo log Kahan Hain Jo bolte the gayo ki sambhal karo unko khula chodoge to Musli … ,negative
13801,@_DushyantSharma Oh ! Aaj tak khulla choda tha ab License leke band daala hai . @rssurjewala Licensed Cong Spokesman … ,neutral
13802,Delhi ke Gandhi Nagar me ki ya gaya Delhi police ki barbarta kya Police lynching nahi kahi jaegi ? @DCPEastDelhi … ,neutral
13803,@MaryamNSharif Madem thora saber Ker sub chor jain ge tere baap ki tarh Teri b Bari aa Jani   ,negative
13804,@yadavakhilesh Bhai aap bahut achhe vayakti h samajhdar Bhi h mein ek aam insan hoon Kisi party se nahi kisi ko D … ,positive
13805,RT @laibaatiq_boys really be telling you you look hot but won't comment on your pics   ,neutral
13806,#WorldCup 2019 Ka Pehla Upset Bangladesh Ne South Africa Ko 21 Runs Se Hara Dia Bangladesh 330/6 M Rahim 78 South … ,neutral
13807,Har Ek Ka Farz Banta Hai Zindagi me Apne Hisaab Se Kuch Kare Apne Liye to Har Koi Karta Hai Insaniyat Ke Liye … ,positive
13808,@PMOIndia @pandey_indrani @narendramodi Best wishes and compliments to best honest & super powerful hon'ble Modi G … ,positive
13809,I am sure cricket ka crown to India he jeetega #CricketCrownKa excited for  #ENGvSA match   ,positive
13810,@PiyushGoyalOffc Congratulations Shri Piyushjee Namaskar . We feel relaxed and happy that you have assumed office as … ,positive
13811,@SofiaKenin woooo hooooo . You’ve beaten Serena .... absolutely brilliant . Fantastic performance 🏆   ,positive
13812,@singh_jaiveeer Aisa chutiye log koun bolta hai ki separate south India chahiye chayiye kaisa bhi rahe what made … ,neutral
13813,Happy birthday sister @ImPoojaInsan ji Saint Dr . MSG Insan Ji bless you for Max Sewa Simran and Parmarth … ,positive
13814,New INDIA me Apka Swagat Hai ,neutral
13815,@MusfidurRahman hindu mahasabha ko hum bhi vote nahi dete bhai . Koi hindu ke naam pr bakchodi kare usko sahi pelti … ,neutral
13816,@Gawar_tweeter @BhagwantMann @moronhumor Hic Capt Saab aapne daru ki hic rate badha di aur hic Bijlee ne apni hic … ,neutral
13817,Mere khilaaf koi awaaj nahi uthayega warna shraap de dungi . ,neutral
13818,@millymouse_x This is A Look ™ ( I wish that skirt fit me because this looks like something I’d wear in everyday life )   ,neutral
13819,@sardesairajdeep Bhai sab aap patrakar hai ya cong ke adviser . Jab apko koi co g ka admi kahega to apko insolence n … ,neutral
13820,@Sicilian__Mafia @RupunzelHere_Pata nahi kiu jaltey hai Is liye shayad in ke bachey cute nahi hai aise 😂😂😂😂😂😂   ,neutral
13821,@ashutosh83B @BJP4India @narendramodi @naqvimukhtar @ShahnawazBJP @shahid_siddiqui @INCIndia @SudhirBhardwaj … ,neutral
13822,Good Bye Prof . You are legend . No one can replace you . ,neutral
13823,@Sams3211 @DrAtifAslam2 @ramtaj0gi @TheHindustani1 @Bird_watch_@navid945 @REPARTEEreply @DonPilots @panther2222333 … ,neutral
13824,@brexitparty_uk It’s a piddly little room Good job the 5 members of the press brought their equipment to fill it up   ,positive
13825,@aWildQuill_Ignore don't give attention to these dholkis Certificate dene aajate hai RSS ki tarah   ,neutral
13826,@PMOIndia Namaste Sir Dehradun uttarakhand ka ek 11th Class ka Student . Hu . Sir me apka biggest fan hu . Ap hames … ,positive
13827,@WhiskeySams Very good mughe bhi dio mile toh   ,neutral
13828,@sardanarohit Jal kyun rahi hai Dalali ki roti khane wale Jab BJP walon ne sache patrakaron ka bahishkaar kiy … ,negative
13829,Agar tum apna sabar azmana chahty ho to rozy me Pakistan ka match dwkh lo bus 😑 #PAKvWI   ,negative
13830,@narendramodi Wah Modiji apko Progya ki jaisa ek gem 💎 aur mila jo bolrahi hain ki great Rammohan angrez ka chamcha … ,neutral
13831,#AskStar What is the reason of exclusion of Ajinkya Rahane he scored well in his last series as well ? Don't you th … ,neutral
13832,@Adm_Spraker Your welcome and Good Night   ,neutral
13833,@gauravktiwari 😕 Maggie ki mile to kehna mango is missing her so much 😑   ,positive
13834,@1_bluff @d_dj_rocks 🤣🤣🤣🤣 teri aukat nahi hai bhosdike The Linguist ling he nahi hai tera madar chod chal chutiya   ,negative
13835,RT @HiNastrond EEEEEE finally dug them out from my suitcase me very proud of this ... I wish I had more cat charms to give out to everyone …   ,positive
13836,@Sassy_Soul_Tag that person jo Sara bakchodi ka list rakhta hai 😂   ,neutral
13837,Abyssal Sire is kicking my ASS tonight FUCK   ,negative
13838,@Kattar_Akkian @Khiladi__Aditya @AKKIsCHamp @SuperADianNitin True bc opening n lt na hua to bc taboo bana diya saal … ,negative
13839,@Congressee Sharma jiab sarkar ki koi sanstha iss uljhan ko nhi kholna chahe gilekin agr imandari k sathfir cong … ,neutral
13840,@Dabe best animated AND best superhero film ever made . FAVORITE AWAY CUZ YOU AINT WRONG 🙏   ,positive
13841,@PMOIndia modi ji aap ke dwara chune huye mantri best hi honge fir bhi mai aap ko salah dene ki jurrat kar rahi hui … ,positive
13842,RT @muglikar_Modi ji Waapis aap chunautiyo se lado Baakio se hum ladenge ... New India is coming . Feeling so relieved . 😀 Its done .   ,positive
13843,@devraj_chettri @panditrahul108 @sipahi_007 Maine chhupaya hi nahi yaar baki Tweeter bpar aise hajaro h Jo khud ko … ,neutral
13844,@TheViralFever Pakistan Bharat ke us better ki tarah har Jo last khakar bhi nhi shudarta @TheViralFever #PAKvWI   ,neutral
13845,@AmitShah Three wheelerauto driver k baare me bhi koi yojna laaye sir Jai hind Jai Bharat   ,positive
13846,@lilian_garm No te hizo guapa best te hizo preciosa .   ,neutral
13847,Aap log opposition main ho kisliye ? Tweet karne se Dal sashti ho jayegi ? Itni haar ho chuki hai frvi samajh main … ,negative
13848,@diljitdosanjh diljit paji i saw the shaada trailer maza ah gya paji bhut vadiya lagya nd happy too nd i knw my d … ,neutral
13849,Sir you will definitely come home happy and healthy waheguru ji ka khalsa waheguru ji fateh ,positive
13850,Mere #Desh ki #democracy aisi hai jaha #Bharosa to bht hai #sarkar par Lekin #kam dikhte nahi .. Ya to sarkar ki … ,negative
13851,Tawandi sabo wich apne bahut hi piyare veer gurpreet kali ik new (( Trend set hair salon open kita )) Congrats bro gu … ,positive
13852,@Mr_Siddharth @bn_devendra @umang632 @ANINewsUP @ANI @LifeofSKO Akal apne pass rakho Mujhe mt sikhao Tumhari baat … ,negative
13853,RT @KattarSalmanioc Ustaad Ustaad Ustaad aapka swag ! aapki adaa ! aapke good looks 🔥👌 jitna bhi try karlo No one can match up to you …   ,positive
13854,D’usse had me do some shit Hennessy ( The cheap shit ) had me do wild shit . ,neutral
13855,@ShirishKunder Kuch bna nhi 👎👎🙂 How to spot a non-vegetarian ? You dont have to . They enjoy killing & eating those killed !   ,negative
13856,@DubeyAbhayRofl Bharat Mata Ki Jai Jai Shri Ram Mandir Wahi banaenge Modi hai to mumkin hai Abki bar Firse Modi Sar … ,neutral
13857,Just watched #Sita Movie Reallyyy Amazing Performance ( nata vishwaroopam ) by @MsKajalAggarwal   ,positive
13858,Apni chori band kro coffee ke name pe pani pilana band kro Warna consumer forum me complain krunga aur wohi coffe … ,negative
13859,@mirchidilpreet @india4contests @Mirchimumbai Papa bhukk lagg rahi h kuch khane ko dona waise bhi idhar match dekh … ,positive
13860,@INCMP Ye galti ke frame se koe gaya nahi hoga cm sir phir se niskasit samvida karmachariyo ko dhokha mat dijiye ...… ,neutral
13861,@BeingAltaff27 @Beingkhanumar bhai dil khush ho gya apki post dekh kr salmania fan love u   ,positive
13862,@bhumanyu2008 Achaa Manoj Sinha ko harwa diya uska dukh mujhe bhii hai . Par kya pure desh me Gajipur jaise halat h … ,neutral
13863,👍 on @YouTube Kudiye Ni Video Song | Feat . Aparshakti Khurana & Sargun Mehta | Neeti Mohan | New Song 2019 ,neutral
13864,@aajtak Salo mullo ko adha Hindustan donge to b kadvi batei hi karenge .. Sale dogle .. Kabhi kabhi lagta hai ki unka … ,negative
13865,@chitraaum mam hmlog waisa bhi aajtk dekhta hai par aaj aapna ya glt bola ki modi ji ki maa aajtk dekh rhi hai i … ,neutral
13866,@Live_Hindustan @yogrishiramdev @PypAyurved @Ach_Balkrishna @Amul_Coop @MotherDairyMilk Ek aur sarahah ney kadam … ,neutral
13867,@ellyjsweet It just made me upset that my kids were so stressed and staying up so late with hours + hours of homewor … ,positive
13868,Watched mental madhilo Indeed a real feel good movie Ilanti movies chala bavutay Simple no cinematic liberties s … ,positive
13869,@AkhterH007007 @BhavikaKapoor5 Agar sabne Congress Ko vote diya toh BJP Ko full majority kaise mili   ,neutral
13870,@ammarbuzz Bhai Ye jonny sins kon hy Bhai 😉   ,positive
13871,@Khanak_12 @Jiten384444 Dekho ab kya masumiyat jhalak rahi hai chehre pe jaise koi shabnam ka katra ho . Plz don't change   ,positive
13872,Congressiyo ka kch na hoga beda gark hai in sbka ab km se km 5 saal aur 😂😂😝😝😝😝 #abkiBaarModiSarkar ,neutral
13873,@abpnewstv Kuch bhi kar lo bhaiya Congress party ki sarkar aayegi chahe jitna Mata lagalo Sarkar Congress ki aayegi … ,neutral
13874,This part ! 😭❤️ Tere Liye Hi Jiya Main Khud Ko Jo Yun De Diya Hai Teri Wafa Ne Mujhko Sambhala Saare Ghamon Ko Dil S … ,neutral
13875,@shoaib100mph Why speechless jo iss ka zimm e daar hai uss ki zindagi ko khatam kiyya jaay bass ye koi mazaak hai a … ,neutral
13876,RT @Mohit_FC #Repost @zee5premium Masoomiyat ko sach ki zaroorat nahi hoti kyunki usse saccha kuch aur nahi hota ! #Kaafir premieres 15th …   ,positive
13877,@Dr_khaani @Zahrasheikhu2 Acha bahot bahot Mubarak hn doctor always happy rahoo ao salamat mai rahy bss yahe duaa hai   ,positive
13878,@sleepoholic_hun Aaj bsdiwale kehte BJP ke neta ne aate hi kaam shuru kar diya seedha aaahirwaad lene Mandir gaye … ,negative
13879,@AmitShah @narendramodi Congratulations 🎉🎊 sir ji . Hum logo ko umeed hai ki app ko jo karya mila hai use aap ache t … ,positive
13880,@Munir1197 @ranajved @MaryamNSharif Pakistan ke lutne walo ko allah jillat ki maut de ... ab ishpe bhi aamin kahe ap   ,neutral
13881,Inhi comparisons ke saath hummara her world cup guzar jata hai ... buss end main hummari team bahir hojati hai tourn … ,negative
13882,@jjangpins i'm so happy 😭 They arrived to me safely Thak you so much for your hard work 💜 ,positive
13883,This is ma fav video ever on ‘ being Indian ’. This and the Bollywood song ‘ hum logo ko samajh sako toh samjho dilba … ,neutral
13884,@ZeeNewsHindi Yeh Islamic fanatic @asadowaisi agar Hindu-mullah wala raag nahi aalapega to iski dukan kaise chalegi … ,negative
13885,@rssurjewala Oye farzi gandhio ke chamche agar itna dukh hai to pahle Apne rajyo me jaha jaha Congress ki sarkar ha … ,negative
13886,@vikasbha Modi ke pichhle sarkar ke Vikas ki paidaish ka pata chal gaya hai .... Aajkal video edit karne ka kaam kar raha hai ...   ,neutral
13887,@SAMBIT_SWARAJ_1 we need a motivator like you in public life . All cunning KHANGREJI/ARROGANT participants in each … ,neutral
13888,@ashutosh83B 5 saal se tu b to aashutosh congress ka pichvada hi chat rha h apne aap ko ptrakar mt bol congressi bol ye suit krta h tuje   ,negative
13889,@Faerie_ous Chlo sed na ho khud pehan lun ga   ,neutral
13890,@CSCegov_Koi nahi karne wala sirf csc dhoor banati hai sare services bekar h esme usse v bekar h eske #DM koi se … ,negative
13891,@IndiaToday @PrakashJavdekar Incompetent ministry harne wale mantri ban gaye jeetne walo ko hata diya mandate ka apman hai ye   ,neutral
13892,@AmitShah sir ap se request hai ap bengal me manirul Islam ko BJP se Bahar kijiea use BJP ki bahut admi ko Mara hai … ,neutral
13893,@LittleOne1_Tum NY is pic se to mar dala 😳 Anyway congratulations on your success . May Allah give you more success ❤   ,positive
13894,@WhoSunilGrover Salman bhai no 1 super hit bharat in box office ek hafte baad house full theater Eid Mubarak   ,positive
13895,@shoaib100mph Sir Big fan of yours love and respect from India But jeetega to India hi 16 June 2019 #Indvspak   ,positive
13896,Jai Shri ram Dee Jai Shri ram dee aap Jai Shri ram se naraj ho rhi ho acha nhi kr ri ho Jai Shri ram se naraj ravan … ,positive
13897,@AMISHDEVGAN bjp ke वंशवाद nahi dikhti hai kya dala hai andar ? not going to which hole you used to take that object ?   ,negative
13898,ALVIDA JUMMA-2019 MUBARAK TO ALL ... DUWA KI GUZARISH ..... ,positive
13899,@DC_Faridabad @cmohry Sir NGT ne green belt se avedh wine shops avedh parking ko hatane ka aadesh diya tha lakin is … ,neutral
13900,@PerkyTranslator Hi Soniya You might be interested in GT4T . It is an app that runs on Windows/Mac . It enables you … ,neutral
13901,@RJDforIndia Ji Nahi aap vi dhoka kha Gaye ye EVM Media aur Prachar Tntra hae jisne Modi ko jitaya hae . EVM hatao desh ka loktantra bachao   ,negative
13902,@Khan__Jannat Aise kisi ko kutta ni bolte ...😉 ,neutral
13903,RT @shahidh92775672 @mnimalik Sub Pakhtoon is tarha nahi sochtay yeh Kuch Tabqay haain jin ko Pakistan ki Takleef hay . PTM bhi ANP ka Char …   ,negative
13904,RT @alwaysgcf goodnight to hoseok performing just dance only . but i hope you all sleep well or have a good day . i love hobi most gn ,positive
13905,RT @aavishhkar Not only Success but being successful having such thoughts & sharing them with world make you the True LEGEND ! Dear @iamsr …   ,positive
13906,@hana_farook8 @mochionmars HANAAAAAAA HAPPY BUDDAY BABYYYY 💜💜💜💜💜💜💜💜 HAVE AND AMAZING DAY WEEK MONTH YEAR LIFE LOVE 💜… ,positive
13907,Ek BJP hai log sweksha se mantri pad ke liye mana kar de rahe hain aur ek congressi hain @ashokgehlot51 … ,negative
13908,@INCMP one step closer to Cong mukt Bharat   ,neutral
13909,@MMuhibbaah Miheiftai Addah Muhi @FatimaJibrin13 teemsss Ado volwa ??😂 No’aviyata “ Good Morning “😂   ,neutral
13910,3andha sabr w tolit bal w lazim a2ul heya enqaztni mn mo7awlat ent7ar kteer I became a better person for her W … ,neutral
13911,@oyeeemeow Lanat un pe bhi honi chaayee jin ko Allah ne itni khoobsorat shakal di hai lekin phir bhi is se khush na … ,negative
13912,RT @aj531999 @Kavita_Sharma4 She's the real Andhbhakt of Rahul Gandhi . Pappu ke fan Pappu hi rahenge . Tumhe ye nahi samajh aata ki tum ki …   ,positive
13913,@aimim_national @asadowaisi Sale khud ko secular kheta hai aur apni party ka nam communal rakhta hai Vende matram … ,positive
13914,Plz participate and win #OnePlus6T Note #JCBKiKhudayi dekhne se kuch na milega lekin agar is link se login kar l … ,neutral
13915,Congratulations @AmitShah Sir ... Party ki sangathan me aap ko bohout miss karenge Sir ... ,positive
13916,me every episode of sarazanmai tooi deserves better than this smh   ,negative
13917,@narendramodi @Naveen_Odisha Amit ji ko BJP Adhykch ki rahane de ye kaam unase achha koyi nahi kar sakta unake … ,neutral
13918,RT @blakiet To everyone in the Hoosier state for the race this weekend - stay safe - be smart - don’t drink & drive - be kind - have f …   ,positive
13919,@amiteshkishore Hahahahaha Sir account delete ho gaya to hum apne investor se communication kaise kar payenge .   ,neutral
13920,@muskanRai857600 Apke aeria me jo network best ho whi 😄   ,neutral
13921,#ASKSTAR The Great Player you asked is Our beloved Sachin Tendulkar 😘 Miss you Sirrr   ,positive
13922,Omg this ending sorry for the spoiler pr mjhsy sbr hi ni hua mainy end m dhk lya 😂😂❤ awla ending 😭😭❤❤❤ the way she says … ,neutral
13923,RT @sidpmalhotra Thank u mere bhai it’s a really special show and ur wishes always mean a lot to me #Kaafir @tarunkatial ,positive
13924,@SrBachchan Imtehan Wo ka Yeha Door Uhi chalta hai Andero main Umid Wo ka Diya jaata hain Kaal ki Umid pe Insan … ,positive
13925,@narendramodi I am so lucky that modiji is our prime minister again . God Bless you sir Yogeshwar bhagvan sadaiv a … ,positive
13926,ab wo mujhse naraz hogaya hai he thinks that I don't trust him   ,neutral
13927,@MaryamNSharif Maa ko to beach sadak pe chor aai thi tum marne k liye bas Bc kurci chahiye tum haramiyo ko   ,neutral
13928,@vivekagnihotri @kunalkamra88 @ReallySwara Are kyu bhav de rahe ho Inn bhikariyo ko 🙄 inki aukat kya hai aur aap ink … ,negative
13929,@yo_jab We’ll see about this .   ,neutral
13930,@koyalsi31968438 @SirPareshRawal Krishna ne pucha Chand Se ki Dekha Hai Koi Mere Yaar Sa Hasi Chand Ne Kaha Bawli … ,neutral
13931,Mujhee kattaappa ne bahubali ko kyu mara patha hey 😂😂😂 par BTS kab india ko ayega yah biggest mystery hey 😂😂😂😂… ,neutral
13932,Bc mujhe yeh kyun pasand hi nhi Kagta hai calvin ka dokandaar hai 😁😂😂😂 @Bas1Kingg @EkAbhijeet @Huss_Masters_… ,negative
13933,@madhukishwar BC shoting a guy in market is a routine matter Pistol lay k kisi ko b koi maar sakta hai usmai tum … ,negative
